C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,Solution
0,0,0,0,0,0,0,0,2,0,0,8,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,2,0,7,0,2,4,0,0,0,0,3,0,0,0,8,5,0,0,1,0,2,0,0,0,4,0,0,6,0,5,0,0,1,0,0,0,4,0,0,4,0,3,8,0,0,0,7,495
2,0,0,5,0,0,8,0,0,5,6,0,3,4,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,8,0,0,0,3,4,0,7,0,3,0,2,0,0,7,0,0,0,0,0,8,6,0,0,0,3,0,4,2,0,0,8,0,0,0,0,0,5,3,0,0,0,0,0,0,234
0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,7,0,0,4,0,1,0,7,0,6,9,0,0,0,8,1,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,9,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,8,7,0,3,0,0,0,1,9,0,367
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,7,1,0,9,6,0,0,2,0,6,0,0,7,0,3,0,9,0,0,0,3,6,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,5,9,0,3,0,0,0,9,0,8,0,0,0,0,5,0,6,0,7,0,0,1,0,8,0,284
0,3,0,0,0,4,5,0,0,0,0,0,6,1,0,0,9,8,0,0,0,0,0,0,2,0,0,0,8,0,0,2,0,0,6,9,0,0,1,8,0,9,0,2,3,4,0,0,0,0,0,0,0,0,2,0,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,4,0,937
2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,3,0,0,0,7,9,2,0,0,0,2,0,5,0,8,7,0,0,9,0,6,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,5,0,0,1,0,3,0,0,6,1,0,0,0,5,0,3,0,0,247
5,0,0,0,2,0,9,0,3,3,1,0,0,0,0,0,0,0,0,9,0,7,0,0,6,0,0,0,0,0,2,9,6,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,8,0,2,9,0,0,0,0,0,0,0,0,6,0,5,0,0,1,0,6,0,8,0,0,0,0,9,576
0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,7,0,0,2,5,0,0,1,6,0,4,0,0,0,0,4,0,0,0,9,5,5,2,0,0,6,0,0,0,0,4,0,9,5,0,3,2,6,0,185
0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,2,7,2,0,3,1,0,0,4,9,0,0,5,9,0,0,0,7,0,0,0,8,7,0,5,0,0,1,0,9,0,0,0,0,1,0,8,0,0,0,2,3,4,0,0,0,5,0,0,1,0,0,3,0,0,817
7,0,0,0,6,0,8,0,0,6,0,8,0,0,0,0,7,5,0,4,0,2,0,0,6,0,0,4,0,0,0,9,0,0,5,0,8,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,9,0,0,6,0,0,0,0,8,0,1,0,0,7,0,0,5,0,0,0,8,0,0,0,0,9,0,1,723
0,0,0,0,6,0,0,8,4,0,0,8,0,0,0,0,2,7,4,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,2,0,0,6,0,0,8,0,0,5,7,9,0,3,0,0,0,0,0,8,7,0,5,0,3,0,0,3,0,0,9,8,0,0,6,2,0,9,0,0,0,0,0,0,0,723
0,9,4,0,0,0,0,2,0,1,0,2,0,0,6,0,4,0,6,7,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,7,8,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,9,7,0,0,5,2,0,4,0,2,0,0,1,9,0,0,0,6,1,0,8,0,0,4,594
9,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,2,4,7,0,4,0,0,1,0,6,0,0,0,0,0,9,4,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,7,0,0,0,2,1,9,4,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,2,0,0,0,6,968
8,0,0,0,3,0,0,2,6,0,5,2,0,6,0,0,9,0,0,0,0,1,5,0,0,0,3,0,6,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,8,0,9,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,3,5,0,9,0,0,0,871
0,0,9,0,1,0,0,0,2,3,0,0,9,0,5,6,8,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,5,2,0,1,0,0,0,0,0,0,0,0,6,3,0,0,9,0,4,0,0,2,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,8,0,4,0,0,0,5,0,0,489
0,0,4,0,5,7,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,9,5,9,0,8,0,0,0,0,0,0,0,0,0,0,2,8,0,4,0,7,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,2,7,0,0,0,0,0,3,214
0,5,0,0,0,3,4,0,1,3,0,0,6,0,0,0,0,0,0,8,6,0,0,0,0,0,0,2,0,7,0,0,0,0,0,6,0,6,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,0,8,4,0,0,0,0,0,0,0,0,5,2,1,8,3,759
0,3,0,0,0,4,0,7,0,1,2,7,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,7,0,0,0,4,0,9,0,0,2,0,5,0,0,0,0,0,3,0,0,0,6,7,3,0,9,5,0,638
3,0,0,0,7,0,0,0,2,0,4,0,0,0,0,1,3,0,0,0,2,0,3,1,7,6,0,0,0,3,4,0,0,0,0,8,0,0,0,6,2,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,9,0,0,4,0,0,0,9,0,0,1,0,0,0,6,316
9,2,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,8,0,4,3,0,0,6,0,0,0,1,2,0,0,0,0,4,5,9,0,0,0,0,8,8,0,0,0,4,0,6,0,3,0,5,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,928
0,9,2,0,0,3,0,0,0,0,8,5,0,0,0,0,0,0,3,0,0,6,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,9,0,0,0,0,2,0,0,0,0,3,5,0,0,1,0,0,0,2,0,8,7,5,0,9,0,7,8,0,0,1,692
0,0,0,0,0,7,0,0,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,3,6,0,0,0,0,0,0,0,0,9,1,0,0,3,0,5,1,0,0,9,0,2,6,0,1,0,0,0,0,7,5,0,4,0,0,0,0,2,0,0,2,0,0,5,0,0,0,0,0,956
0,0,0,0,0,0,8,0,0,3,0,0,8,0,0,0,4,9,0,0,2,0,0,5,0,0,0,7,9,0,0,0,0,0,8,0,4,0,0,0,0,0,9,0,7,5,0,8,0,9,4,0,6,3,0,0,0,0,3,0,7,2,0,0,0,0,5,6,0,0,0,4,0,0,0,0,0,0,5,3,0,164
0,0,0,9,4,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,4,0,9,0,1,0,2,0,0,0,7,0,0,3,0,9,5,0,2,0,8,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,5,0,4,3,0,0,0,0,8,0,0,276
0,0,6,0,0,2,0,0,0,0,0,0,0,6,0,9,7,0,0,5,0,0,9,0,1,0,2,3,0,0,0,7,0,0,0,6,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,9,0,9,0,0,4,0,0,6,0,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,5,1,0,796
8,0,0,0,0,6,7,0,0,1,5,0,7,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,3,0,5,3,0,8,0,0,0,0,0,0,0,0,7,5,0,0,2,0,8,0,0,0,0,0,0,0,0,0,2,6,0,0,1,8,0,0,3,843
0,0,0,3,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,7,1,0,0,0,8,1,0,8,2,7,0,0,0,6,2,0,5,0,0,8,0,0,0,3,0,0,0,9,0,0,0,0,7,0,3,0,0,0,0,0,0,8,0,2,6,0,0,0,0,0,0,5,0,8,2,3,7,0,1,481
0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,8,0,0,6,0,0,0,3,0,0,2,0,8,4,0,9,0,3,0,0,0,0,7,1,0,0,0,0,0,4,2,9,0,0,8,6,0,0,0,0,1,0,0,9,7,0,0,0,0,0,9,2,0,0,0,0,0,0,8,0,6,0,0,417
0,2,0,0,8,3,0,7,0,1,0,0,0,4,7,0,2,9,4,0,0,0,9,0,3,6,8,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,9,0,8,6,0,0,2,0,7,0,0,9,3,926
0,6,0,3,0,8,0,0,5,0,0,8,0,6,0,1,7,0,1,0,0,0,0,2,6,0,8,0,0,0,0,0,4,8,0,0,0,0,0,0,3,0,0,0,7,0,7,0,8,0,0,0,4,2,0,0,0,0,0,0,3,0,6,0,0,0,5,0,0,0,0,4,2,0,1,0,0,0,0,0,0,769
0,0,4,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,5,9,0,0,6,0,0,0,0,0,0,3,6,0,0,9,0,0,1,2,0,5,0,8,4,0,3,0,6,0,0,0,2,0,4,0,0,0,0,1,0,0,5,0,0,9,0,0,3,8,0,0,974
0,0,4,0,0,0,6,0,0,0,0,0,0,1,6,0,4,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,1,4,9,0,0,0,0,6,0,0,0,0,8,3,0,8,0,0,9,0,5,0,0,0,3,9,0,5,0,0,0,0,4,6,0,8,3,0,0,0,5,0,0,0,0,0,2,0,0,134
0,0,0,9,6,0,7,0,0,9,0,7,5,0,2,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,9,5,5,0,0,0,0,0,1,2,8,0,0,0,0,0,0,8,0,4,6,0,8,0,0,0,0,5,7,0,0,0,0,0,0,0,1,0,451
0,0,0,0,5,4,0,0,0,0,0,8,7,6,0,0,0,0,0,0,0,3,0,9,4,6,0,0,7,1,0,0,0,0,0,8,0,0,6,4,0,0,5,0,0,4,0,9,0,3,1,6,7,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,963
0,7,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,5,0,8,0,0,1,0,0,0,1,6,0,0,0,9,0,0,0,8,0,0,0,0,5,3,0,3,0,0,0,0,0,0,7,0,9,0,0,4,0,0,0,6,5,5,6,0,3,7,0,0,0,0,0,4,7,9,0,0,0,8,0,471
3,0,0,0,0,0,0,0,1,2,0,4,0,6,7,0,0,0,8,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,0,0,0,0,1,0,0,4,2,0,0,0,0,5,2,0,0,0,0,1,6,0,0,7,0,8,0,0,0,2,0,6,0,1,0,0,0,0,3,0,357
0,0,0,1,0,7,0,0,0,0,0,5,6,4,0,0,0,0,0,1,0,0,5,9,0,0,0,6,0,2,5,8,0,0,0,7,0,0,0,0,0,0,0,0,9,4,0,8,7,0,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,5,4,1,864
0,0,6,0,1,8,2,0,0,0,0,1,0,5,0,0,0,4,0,2,5,4,0,0,0,0,0,8,0,0,0,6,0,0,9,0,9,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,6,2,496
0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,6,0,8,0,0,3,0,9,0,0,6,0,4,3,0,5,0,0,0,0,9,0,0,0,6,0,7,5,3,1,9,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,8,0,5,0,9,0,0,0,9,0,7,0,1,0,318
0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,3,0,2,0,0,8,6,3,0,0,0,0,9,0,0,7,1,0,0,6,1,0,0,0,3,2,0,0,4,0,0,7,0,0,0,9,1,0,8,0,4,0,0,0,0,0,0,9,0,2,0,0,7,0,0,3,6,3,0,0,0,0,0,8,0,513
0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,2,3,9,0,7,0,6,0,3,0,0,0,4,0,0,0,3,2,0,0,3,0,0,7,0,0,0,0,9,8,0,0,0,3,6,0,4,7,0,7,4,0,2,0,0,0,5,0,5,0,0,0,7,6,9,0,431
0,0,0,0,0,5,7,0,1,0,9,0,0,6,0,0,0,3,0,1,0,9,3,2,5,0,6,0,3,0,6,0,0,1,0,8,0,6,9,0,0,0,2,7,0,1,0,0,0,7,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,3,0,7,0,0,0,326
0,0,0,0,0,1,0,2,0,0,0,0,6,0,0,8,1,0,3,0,0,0,7,0,0,0,5,0,0,8,5,0,0,7,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,6,0,8,0,7,1,0,3,2,0,0,0,0,0,0,0,0,0,0,7,9,5,3,0,8,0,0,0,0,2,867
8,1,0,0,0,0,7,2,0,0,0,7,2,4,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,1,5,8,0,3,0,0,0,0,0,0,5,3,8,0,0,0,0,6,8,0,5,0,0,0,0,0,7,0,0,0,6,0,1,0,0,813
0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,7,0,5,0,0,4,0,6,7,0,1,3,0,2,0,0,0,0,0,0,0,0,6,7,0,0,0,6,0,0,1,0,3,0,0,0,5,0,0,4,1,0,0,2,5,0,7,0,0,0,6,0,0,0,0,4,0,5,0,0,734
5,1,0,0,0,6,3,0,0,0,0,0,3,0,0,0,7,2,0,0,3,0,0,2,8,0,0,7,4,0,6,0,0,1,0,0,0,6,8,1,5,0,0,0,0,0,0,5,0,0,7,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,8,0,4,0,0,0,0,0,512
0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,9,3,0,0,0,8,0,6,1,2,0,0,0,9,0,3,0,0,0,0,0,0,2,5,0,0,8,0,0,1,5,0,7,1,0,0,8,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,0,2,0,1,3,251
0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,7,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,5,0,0,0,6,0,0,6,0,0,0,3,2,8,0,4,0,1,7,8,0,4,0,0,3,0,4,0,0,2,7,0,0,1,0,3,0,6,0,0,0,0,0,764
2,0,9,0,5,3,0,0,0,0,1,0,0,2,0,9,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,8,0,0,1,6,2,5,0,0,4,0,0,0,4,0,0,0,0,0,1,5,0,0,0,0,0,6,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,289
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,6,4,0,5,0,6,3,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,2,0,9,5,0,0,1,6,0,0,0,0,1,0,0,0,9,0,0,0,2,9,4,0,0,0,0,0,0,6,0,3,2,0,0,0,0,0,361
0,8,7,6,0,0,4,1,0,0,0,0,0,0,8,0,0,0,0,0,2,1,5,0,0,0,0,0,0,4,7,0,0,0,0,0,7,0,9,0,8,6,5,0,0,0,0,0,9,0,1,0,6,0,4,0,0,0,0,7,0,0,5,0,0,0,5,2,9,0,7,0,0,0,0,0,1,0,0,0,0,587
0,0,6,0,0,1,0,9,0,0,0,9,8,4,0,2,0,6,0,0,0,0,0,0,0,3,8,1,0,0,0,0,2,6,0,0,7,0,0,0,0,0,9,0,0,0,0,0,7,0,6,4,2,3,0,0,3,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,286
0,0,0,3,0,0,0,0,8,1,7,0,0,0,0,0,2,0,0,0,0,2,4,0,0,5,0,0,0,0,0,5,0,3,0,0,0,4,0,0,1,0,9,0,0,0,0,2,4,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,1,0,0,9,0,5,0,0,0,0,9,0,0,0,0,0,7,425
5,0,0,9,6,0,0,1,0,0,0,1,0,0,0,9,0,7,0,0,0,0,8,0,0,6,0,4,6,7,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,7,4,0,0,0,0,3,5,548
0,0,9,0,0,0,8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,0,6,0,0,0,1,0,2,8,0,0,9,7,0,3,0,7,5,0,0,2,0,0,9,8,0,0,0,0,5,6,5,0,1,0,0,0,9,0,0,0,2,3,0,0,0,0,0,0,159
0,3,0,0,0,7,8,0,0,0,6,0,0,0,0,0,7,4,7,0,0,1,2,4,0,3,0,0,0,5,0,0,0,0,0,0,6,0,0,5,1,8,0,0,0,0,2,8,3,0,0,6,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,534
4,5,0,0,0,8,3,0,0,0,0,0,2,0,5,0,0,0,0,9,0,0,3,0,0,1,0,0,0,0,0,4,2,0,0,0,9,4,0,6,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,8,0,0,1,0,2,9,0,457
8,3,0,0,0,1,0,0,0,0,0,0,0,0,2,4,8,0,0,9,0,0,4,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,6,8,0,7,0,0,0,0,3,7,0,0,0,9,0,0,0,0,0,0,2,6,0,834
4,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,9,7,2,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,2,0,8,7,0,0,0,0,4,0,9,0,3,0,0,0,2,5,9,0,2,0,0,0,5,8,7,3,0,0,8,6,0,0,0,0,0,4,427
0,0,0,0,0,0,9,0,0,0,0,0,0,7,1,6,3,0,0,2,0,0,0,0,0,0,8,3,0,0,8,6,0,0,0,2,9,0,7,5,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,1,0,0,0,5,6,513
4,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,7,4,3,0,8,0,0,0,0,0,0,0,0,0,0,6,9,0,0,2,0,0,9,0,0,0,0,8,0,1,8,2,0,0,0,0,0,7,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3,0,2,0,6,1,0,4,0,8,0,0,0,451
0,1,0,9,5,0,0,3,7,0,0,7,0,0,0,0,0,0,0,0,0,0,8,1,6,9,0,1,6,0,0,0,7,0,0,0,0,0,2,0,0,0,0,6,0,7,0,8,0,3,0,0,0,0,2,0,0,8,7,0,0,0,0,8,0,1,0,0,3,0,0,0,0,0,0,6,0,0,9,0,0,614
0,0,8,5,0,0,0,0,0,9,0,6,0,8,0,4,0,0,1,0,2,0,0,9,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,6,9,0,0,2,0,0,8,0,0,1,0,3,0,0,0,0,5,0,0,0,0,6,3,2,1,3,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,738
0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,3,0,0,0,0,2,0,0,4,0,0,1,0,3,4,0,0,0,0,8,0,2,0,0,1,0,3,0,0,0,7,4,0,0,2,8,0,0,0,6,0,5,0,4,0,0,6,0,0,0,1,0,0,0,0,0,3,4,0,891
2,0,0,0,0,6,1,0,8,0,0,0,0,5,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,1,7,2,0,5,0,0,0,6,0,1,0,0,8,0,4,5,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,5,9,0,0,0,0,6,8,0,0,4,0,0,0,0,293
1,6,0,8,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,9,0,0,0,0,1,0,3,0,4,0,5,5,8,0,0,6,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,2,0,0,0,3,0,0,0,5,8,0,0,6,165
0,2,4,0,0,9,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1,0,9,2,0,4,0,0,0,5,0,0,0,0,0,8,7,0,0,0,0,0,6,2,0,6,0,4,0,8,0,0,0,1,0,0,0,0,0,0,9,0,0,5,0,0,0,7,0,0,0,7,0,0,0,0,2,8,0,524
0,4,0,0,8,0,5,3,9,0,0,2,0,0,0,1,6,0,0,0,0,0,9,1,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,5,0,9,4,1,0,4,3,0,0,2,0,0,2,0,0,0,6,0,9,0,3,0,0,0,5,0,0,0,0,0,741
5,0,0,0,8,3,2,0,9,0,9,3,1,0,0,0,5,8,2,8,0,0,0,6,0,1,4,0,2,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,0,1,5,4,0,2,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,1,541
0,0,0,6,0,0,0,1,0,0,7,0,0,5,0,0,0,8,0,0,0,0,0,0,7,5,0,0,6,0,0,3,5,0,9,0,0,0,0,9,0,0,0,0,5,0,1,9,8,0,0,6,7,0,0,0,0,0,1,0,0,6,0,0,0,0,3,0,6,0,0,1,0,0,0,0,7,0,4,8,0,352
8,4,0,0,6,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,6,8,0,4,0,0,8,0,0,0,7,0,0,0,5,0,0,8,7,0,1,0,0,0,7,3,0,0,0,2,0,1,0,0,0,4,5,0,0,0,842
0,3,4,5,0,0,0,1,9,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,9,5,4,7,0,0,7,1,0,0,8,9,0,0,0,9,0,0,0,0,0,0,6,0,5,4,1,0,0,0,0,7,0,1,3,0,5,0,0,4,834
0,0,0,0,0,1,0,0,0,0,0,1,4,0,9,3,6,0,0,0,0,3,0,0,4,5,0,0,0,3,5,6,0,0,9,0,9,0,0,0,0,0,0,0,4,0,5,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,6,4,2,0,0,0,0,1,0,0,348
4,0,0,6,0,0,0,0,0,1,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,4,7,0,2,5,0,0,0,2,6,0,0,1,2,0,0,0,6,0,0,3,0,6,1,0,0,0,5,0,2,7,3,8,4,0,0,0,1,0,0,497
0,5,3,0,8,0,0,7,0,8,0,1,9,3,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,9,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,5,9,8,0,5,9,0,2,0,0,0,0,0,953
0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,7,0,0,8,4,9,0,1,0,3,0,1,9,0,0,0,0,0,4,0,2,0,0,0,8,9,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,1,9,7,0,1,0,0,0,0,6,0,0,0,0,0,0,7,9,0,532
0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,3,0,0,0,0,6,0,0,2,0,0,0,0,0,0,9,0,0,0,4,0,0,2,0,0,4,0,0,3,1,4,0,0,8,0,0,9,0,6,8,0,5,0,9,0,0,0,0,0,0,1,3,0,8,5,0,0,0,0,4,0,6,0,0,0,0,149
3,8,0,0,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,5,0,0,2,0,0,0,8,0,4,0,0,0,5,0,6,0,5,0,0,0,8,0,0,0,0,0,3,7,0,9,4,0,0,0,0,2,0,0,0,0,9,0,5,4,6,0,0,5,0,0,0,0,7,0,0,0,4,3,0,8,0,384
0,0,1,2,3,0,0,8,0,0,0,9,0,0,0,0,6,0,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,2,0,0,0,8,0,0,0,4,0,1,0,8,6,0,2,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,5,6,0,9,0,0,2,671
3,9,0,0,7,0,0,0,0,5,0,0,0,3,8,4,0,0,0,7,0,9,0,0,0,8,1,9,0,0,0,1,0,0,0,6,6,3,0,8,0,0,0,0,0,4,0,0,7,0,0,0,5,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,1,4,0,398
0,0,0,5,0,6,0,7,9,0,0,0,0,0,4,0,0,2,0,0,9,0,0,0,4,0,0,8,6,5,0,2,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,5,6,0,0,4,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,428
0,0,0,0,0,0,4,0,7,0,0,8,0,0,1,0,0,5,9,0,1,4,3,0,8,0,0,0,6,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,9,0,5,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,4,8,9,0,0,0,0,0,0,0,536
0,0,6,0,0,0,0,0,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,9,8,0,7,9,0,6,2,0,0,0,0,6,0,4,7,0,2,0,0,4,1,0,5,0,8,0,0,7,0,0,0,0,0,0,8,6,0,0,0,1,0,0,9,0,0,2,0,0,5,0,0,0,0,0,1,196
